OID,CID
7465,2405
7466,1495
7467,1151
7468,2404
7469,1155
7470,3831
7471,3446
7472,113
7473,3881
7474,1921
7475,3865
7476,3096
7477,1956
7478,3097
7479,3786
7480,375
7481,3409
7482,2120
7483,1522
7484,469
7485,875
7486,48
7487,3173
7488,3197
7489,127
7490,2174
7491,3774
7492,1448
7493,612
7494,3733
7495,2693
7496,3267
7497,1609
7498,186
7499,2904
7500,2200
7501,3804
7502,3678
7503,3523
7504,2171
7505,2534
7506,308
7507,3938
7508,1932
7509,3020
7510,311
7511,542
7512,76
7513,814
7514,3089
7515,369
7516,3542
7517,1609
7518,3765
7519,3003
7520,1157
7521,3978
7522,3671
7523,2633
7524,1650
7525,2549
7526,3105
7527,2983
7528,3549
7529,3637
7530,703
7531,3312
7532,1355
7533,2992
7534,2322
7535,1762
7536,2630
7537,3085
7538,2793
7539,521
7540,342
7541,3381
7542,2089
7543,308
7544,2736
7545,45
7546,1835
7547,1113
7548,1
7549,2564
7550,3532
7551,1330
7552,2072
7553,1830
7554,1776
7555,2126
7556,1350
7557,685
7558,3603
7559,1355
7560,111
7561,3238
7562,1327
7563,2914
7564,1476
7565,1754
7566,3911
7567,398
7568,3658
7569,1646
7570,3816
7571,1113
7572,2502
7573,235
7574,2046
7575,3027
7576,3823
7577,1589
7578,2503
7579,3759
7580,671
7581,262
7582,4018
7583,1058
7584,3152
7585,3266
7586,3266
7587,1316
7588,1032
7589,928
7590,3854
7591,2036
7592,3746
7593,3191
7594,3350
7595,126
7596,665
7597,1266
7598,220
7599,855
7600,983
7601,1492
7602,3145
7603,3880
7604,3916
7605,700
7606,1357
7607,2805
7608,2068
7609,548
7610,3903
7611,3609
7612,1792
7613,3730
7614,2661
7615,705
7616,1893
7617,1650
7618,2564
7619,620
7620,400
7621,3688
7622,2385
7623,1453
7624,1657
7625,1349
7626,473
7627,2263
7628,2612
7629,3294
7630,471
7631,1068
7632,1488
7633,962
7634,2933
7635,931
7636,1702
7637,2420
7638,2332
7639,2
7640,3003
7641,1943
7642,2143
7643,817
7644,3442
7645,1204
7646,2334
7647,2132
7648,2604
7649,3334
7650,584
7651,1142
7652,2125
7653,1729
7654,889
7655,3554
7656,1774
7657,2215
7658,3665
7659,1099
7660,1245
7661,2848
7662,1931
7663,2469
7664,3598
7665,1144
7666,975
7667,2126
7668,1159
7669,3931
7670,3191
7671,3532
7672,491
7673,3275
7674,2263
7675,3476
7676,3007
7677,2563
7678,3842
7679,2942
7680,3084
7681,3297
7682,2930
7683,778
7684,2167
7685,997
7686,3027
7687,1349
7688,3157
7689,2167
7690,1603
7691,3713
7692,1730
7693,1232
7694,1584
7695,1572
7696,39
7697,4017
7698,808
7699,2458
7700,2184
7701,3209
7702,45
7703,150
7704,3860
7705,2686
7706,1350
7707,1839
7708,1618
7709,216
7710,2713
7711,162
7712,3414
7713,3165
7714,2107
7715,1697
7716,3403
7717,104
7718,3265
7719,1101
7720,3983
7721,212
7722,1079
7723,2696
7724,3996
7725,3958
7726,4020
7727,3926
7728,900
7729,2921
7730,2165
7731,1925
7732,1081
7733,237
7734,3606
7735,2932
7736,3250
7737,2446
7738,138
7739,1533
7740,1821
7741,1311
7742,2150
7743,1288
7744,2212
7745,2368
7746,3824
7747,728
7748,3646
7749,3324
7750,3319
7751,533
7752,2372
7753,3234
7754,3596
7755,1735
7756,1801
7757,1281
7758,2008
7759,3217
7760,439
7761,1970
7762,3813
7763,2319
7764,1726
7765,3797
7766,1711
7767,2508
7768,654
7769,1911
7770,2621
7771,826
7772,2823
7773,2903
7774,934
7775,544
7776,3694
7777,126
7778,3521
7779,875
7780,1182
7781,3596
7782,2121
7783,3629
7784,2860
7785,713
7786,900
7787,766
7788,1198
7789,629
7790,2483
7791,1193
7792,1811
7793,3247
7794,3407
7795,1774
7796,350
7797,468
7798,3489
7799,3328
7800,2701
7801,840
7802,2352
7803,3855
7804,2141
7805,1386
7806,3859
7807,2701
7808,1664
7809,22
7810,3554
7811,206
7812,1704
7813,529
7814,3716
7815,3445
7816,163
7817,485
7818,952
7819,2272
7820,114
7821,4033
7822,2535
7823,2542
7824,272
7825,3659
7826,3496
7827,2268
7828,1289
7829,3522
7830,2557
7831,3126
7832,153
7833,66
7834,1981
7835,779
7836,3750
7837,3650
7838,3812
7839,3031
7840,923
7841,3213
7842,2691
7843,1361
7844,467
7845,2419
7846,2582
7847,1363
7848,1741
7849,2654
7850,1601
7851,1608
7852,3417
7853,2489
7854,3677
7855,3159
7856,1122
7857,443
7858,2319
7859,1638
7860,1767
7861,360
7862,3942
7863,3501
7864,720
7865,64
7866,1593
7867,2086
7868,36
7869,3666
7870,3746
7871,1175
7872,3893
7873,3890
7874,762
7875,1349
7876,2481
7877,3543
7878,279
7879,3042
7880,3853
7881,1665
7882,1955
7883,1705
7884,3932
7885,748
7886,2087
7887,1773
7888,2501
7889,1424
7890,3181
7891,1715
7892,743
7893,2128
7894,352
7895,2807
7896,3701
7897,3957
7898,1717
7899,3243
7900,2711
7901,16
7902,2155
7903,319
7904,950
7905,378
7906,1810
7907,730
7908,2304
7909,3658
7910,2249
7911,2829
7912,1118
7913,2042
7914,3339
7915,958
7916,3778
7917,2925
7918,2496
7919,3785
7920,3205
7921,1268
7922,2312
7923,535
7924,806
7925,861
7926,1002
7927,3531
7928,2614
7929,3653
7930,973
7931,2775
7932,468
7933,3807
7934,476
7935,3163
7936,572
7937,3336
7938,2172
7939,135
7940,1564
7941,3519
7942,354
7943,49
7944,2859
7945,421
7946,3573
7947,510
7948,3636
7949,462
7950,2887
7951,449
7952,2421
7953,2946
7954,3682
7955,2200
7956,1703
7957,3996
7958,190
7959,1653
7960,2048
7961,1523
7962,2335
7963,3382
7964,188
7965,3156
7966,626
7967,1153
7968,2411
7969,258
7970,2654
7971,1563
7972,906
7973,1884
7974,1197
7975,1002
7976,2256
7977,1694
7978,1440
7979,1896
7980,3037
7981,3642
7982,157
7983,736
7984,2505
7985,2818
7986,3649
7987,3964
7988,3238
7989,2884
7990,3127
7991,1661
7992,909
7993,892
7994,3936
7995,1989
7996,2504
7997,3399
7998,1009
7999,1622
8000,2888
8001,2111
8002,514
8003,2879
8004,1408
8005,1047
8006,1749
8007,946
8008,1308
8009,2918
8010,949
8011,3149
8012,2388
8013,2549
8014,1599
8015,3594
8016,3134
8017,2335
8018,2765
8019,417
8020,3933
8021,901
8022,1481
8023,3553
8024,1333
8025,2415
8026,3471
8027,2614
8028,2874
8029,540
8030,2337
8031,691
8032,653
8033,3658
8034,1848
8035,1462
8036,1592
8037,2680
8038,286
8039,3549
8040,1990
8041,2411
8042,1580
8043,178
8044,441
8045,1149
8046,1487
8047,2893
8048,2142
8049,2509
8050,2443
8051,619
8052,777
8053,2554
8054,2952
8055,1591
8056,1239
8057,1294
8058,3483
8059,785
8060,1587
8061,1984
8062,1595
8063,147
8064,2391
8065,1293
8066,1351
8067,2558
8068,712
8069,3142
8070,1184
8071,1924
8072,385
8073,704
8074,1979
8075,107
8076,199
8077,1898
8078,633
8079,3426
8080,2814
8081,1933
8082,1259
8083,2350
8084,598
8085,2916
8086,910
8087,2792
8088,2562
8089,2029
8090,923
8091,2711
8092,3458
8093,2910
8094,1094
8095,3276
8096,889
8097,2033
8098,3222
8099,3909
8100,1319
8101,1907
8102,1831
8103,2105
8104,3259
8105,1142
8106,3751
8107,3580
8108,1980
8109,3757
8110,2236
8111,3359
8112,3556
8113,3489
8114,2644
8115,942
8116,3128
8117,2319
8118,1320
8119,3565
8120,4022
8121,3178
8122,3428
8123,351
8124,22
8125,2629
8126,3845
8127,602
8128,345
8129,3746
8130,3425
8131,1350
8132,1568
8133,1334
8134,3814
8135,2127
8136,3528
8137,1306
8138,3760
8139,1258
8140,533
8141,767
8142,3043
8143,2342
8144,4004
8145,2508
8146,1173
8147,3846
8148,4004
8149,1003
8150,3953
8151,62
8152,778
8153,3890
8154,3258
8155,3447
8156,1023
8157,2455
8158,2938
8159,2452
8160,3938
8161,1545
8162,1329
8163,1013
8164,2414
8165,2437
8166,742
8167,4019
8168,1224
8169,3940
8170,1436
8171,1701
8172,1587
8173,1291
8174,345
8175,3836
8176,40
8177,3646
8178,1423
8179,2052
8180,1712
8181,1647
8182,1866
8183,1201
8184,2124
8185,1272
8186,1136
8187,2498
8188,3077
8189,903
8190,2019
8191,3498
8192,1344
8193,2170
8194,1443
8195,44
8196,247
8197,118
8198,686
8199,272
8200,1788
8201,3685
8202,406
8203,3218
8204,1357
8205,2110
8206,24
8207,487
8208,3957
8209,3443
8210,1656
8211,2914
8212,4011
8213,3266
8214,68
8215,2682
8216,3954
8217,848
8218,10
8219,4016
8220,1817
8221,1603
8222,974
8223,1241
8224,397
8225,2429
8226,939
8227,2565
8228,1815
8229,2003
8230,595
8231,660
8232,3471
8233,877
8234,1211
8235,895
8236,2548
8237,3178
8238,97
8239,3982
8240,3222
8241,3489
8242,526
8243,3653
8244,3212
8245,3261
8246,3214
8247,3569
8248,2880
8249,1290
8250,2458
8251,510
8252,3948
8253,491
8254,1655
8255,969
8256,2770
8257,3003
8258,2509
8259,2231
8260,2231
8261,3383
8262,2931
8263,247
8264,3114
8265,183
8266,759
8267,874
8268,1875
8269,1093
8270,3108
8271,2790
8272,3456
8273,3555
8274,2340
8275,1858
8276,2905
8277,3873
8278,2659
8279,386
8280,2562
8281,1087
8282,1996
8283,1608
8284,1582
8285,923
8286,3149
8287,1725
8288,2884
8289,938
8290,3456
8291,410
8292,2877
8293,1717
8294,3204
8295,3258
8296,1537
8297,1768
8298,505
8299,844
8300,2299
8301,3889
8302,885
8303,1909
8304,2667
8305,2338
8306,952
8307,2055
8308,3785
8309,2557
8310,1531
8311,3226
8312,797
8313,609
8314,1785
8315,3553
8316,2260
8317,2923
8318,3071
8319,878
8320,3756
8321,3260
8322,2168
8323,3730
8324,974
8325,3669
8326,670
8327,995
8328,1031
8329,196
8330,3951
8331,627
8332,362
8333,19
8334,1378
8335,3779
8336,391
8337,841
8338,1877
8339,2844
8340,2397
8341,1873
8342,2653
8343,625
8344,2205
8345,236
8346,2579
8347,423
8348,1363
8349,2090
8350,219
8351,3341
8352,661
8353,2603
8354,3223
8355,1796
8356,3158
8357,1362
8358,2830
8359,127
8360,1854
8361,1252
8362,2277
8363,2747
8364,1840
8365,84
8366,521
8367,585
8368,3072
8369,2558
8370,1700
8371,1291
8372,1303
8373,3348
8374,3960
8375,3841
8376,1625
8377,2520
8378,1111
8379,3725
8380,3790
8381,2782
8382,2351
8383,1905
8384,3069
8385,2707
8386,2811
8387,1880
8388,1897
8389,2413
8390,3724
8391,1873
8392,292
8393,2326
8394,1100
8395,2097
8396,2842
8397,3757
8398,3825
8399,358
8400,2598
8401,1344
8402,3110
8403,3623
8404,3501
8405,2658
8406,1695
8407,1360
8408,3627
8409,3966
8410,1065
8411,1091
8412,205
8413,1916
8414,825
8415,1771
8416,3046
8417,2241
8418,3528
8419,2553
8420,3354
8421,3718
8422,3451
8423,326
8424,1875
8425,259
8426,2756
8427,1906
8428,2465
8429,778
8430,3828
8431,325
8432,2057
8433,141
8434,3831
8435,3645
8436,1819
8437,224
8438,1606
8439,2585
8440,2968
8441,940
8442,1745
8443,336
8444,2204
8445,1907
8446,2127
8447,2530
8448,463
8449,1760
8450,897
8451,1590
8452,1018
8453,602
8454,1558
8455,564
8456,2983
8457,2043
8458,1348
8459,1730
8460,1874
8461,571
8462,3633
8463,1254
8464,1339
8465,2212
8466,2869
8467,2451
8468,2980
8469,123
8470,1792
8471,2863
8472,2393
8473,892
8474,916
8475,3939
8476,3268
8477,1934
8478,1193
8479,3224
8480,1062
8481,1060
8482,326
8483,2717
8484,3431
8485,3517
8486,1381
8487,2044
8488,2352
8489,2738
8490,690
8491,1081
8492,2442
8493,313
8494,737
8495,3090
8496,2885
8497,399
8498,1891
8499,2164
8500,526
8501,3884
8502,1119
8503,1609
8504,2413
8505,1400
8506,2232
8507,3764
8508,2028
8509,1872
8510,1737
8511,2283
8512,1376
8513,2104
8514,2234
8515,2694
8516,3576
8517,707
8518,560
8519,2141
8520,2680
8521,2276
8522,3914
8523,1265
8524,3077
8525,1915
8526,100
8527,2358
8528,217
8529,2617
8530,2468
8531,1264
8532,3758
8533,3585
8534,2012
8535,1107
8536,3205
8537,1623
8538,3884
8539,1323
8540,2439
8541,1055
8542,338
8543,28
8544,2777
8545,2911
8546,855
8547,2799
8548,2934
8549,2785
8550,2829
8551,576
8552,3015
8553,2581
8554,3915
8555,1683
8556,1179
8557,3786
8558,1500
8559,3130
8560,266
8561,2842
8562,3642
8563,3471
8564,964
8565,1434
8566,1758
8567,2172
8568,1265
8569,2926
8570,3476
8571,3409
8572,2512
8573,80
8574,2707
8575,3679
8576,2005
8577,326
8578,3644
8579,3030
8580,1292
8581,3013
8582,712
8583,2346
8584,841
8585,3418
8586,283
8587,3293
8588,3381
8589,130
8590,1809
8591,1718
8592,4001
8593,1
8594,2420
8595,3838
8596,596
8597,206
8598,800
8599,329
8600,383
8601,3621
8602,2597
8603,3170
8604,3819
8605,792
8606,3568
8607,1081
8608,3471
8609,2413
8610,1141
8611,2554
8612,959
8613,4002
8614,1186
8615,1726
8616,3759
8617,3246
8618,2102
8619,819
8620,3341
8621,3066
8622,1272
8623,278
8624,564
8625,2074
8626,436
8627,2778
8628,3539
8629,2728
8630,660
8631,3802
8632,1378
8633,1588
8634,3383
8635,3200
8636,1029
8637,541
8638,180
8639,2320
8640,2050
8641,2638
8642,1270
8643,1236
8644,4034
8645,1952
8646,1126
8647,83
8648,3571
8649,1246
8650,3891
8651,1088
8652,2595
8653,792
8654,1734
8655,2181
8656,819
8657,3063
8658,201
8659,4027
8660,1869
8661,3273
8662,3038
8663,3
8664,3335
8665,2601
8666,2883
8667,6
8668,338
8669,2793
8670,629
8671,1755
8672,1073
8673,2194
8674,625
8675,1945
8676,2128
8677,1686
8678,127
8679,3320
8680,3537
8681,992
8682,2981
8683,1750
8684,244
8685,1006
8686,1466
8687,689
8688,3119
8689,3782
8690,520
8691,1920
8692,1
8693,2661
8694,801
8695,2488
8696,3550
8697,3721
8698,2122
8699,3320
8700,3055
8701,2720
8702,2351
8703,2044
8704,3729
8705,2173
8706,3410
8707,123
8708,1471
8709,2188
8710,3205
8711,2948
8712,3731
8713,3710
8714,1647
8715,1325
8716,1786
8717,1610
8718,6
8719,143
8720,2802
8721,3227
8722,2160
8723,1336
8724,2036
8725,2487
8726,1017
8727,2686
8728,1839
8729,852
8730,1335
8731,3592
8732,132
8733,2773
8734,3491
8735,3533
8736,582
8737,1170
8738,2942
8739,438
8740,4022
8741,1469
8742,1709
8743,3571
8744,691
8745,671
8746,215
8747,1098
8748,1981
8749,2986
8750,3857
8751,3607
8752,439
8753,2545
8754,3768
8755,2076
8756,1456
8757,76
8758,1412
8759,2591
8760,2734
8761,3650
8762,391
8763,1235
8764,2740
8765,4016
8766,3616
8767,1112
8768,3817
8769,1857
8770,2712
8771,120
8772,207
8773,3457
8774,3974
8775,448
8776,3637
8777,2708
8778,3842
8779,648
8780,609
8781,1737
8782,3441
8783,692
8784,2412
8785,3837
8786,1292
8787,2457
8788,2293
8789,3622
8790,1994
8791,2050
8792,1891
8793,2858
8794,2292
8795,2066
8796,3916
8797,125
8798,2027
8799,3102
8800,3740
8801,2708
8802,3274
8803,3239
8804,167
8805,234
8806,2288
8807,3541
8808,1472
8809,1888
8810,868
8811,2517
8812,3197
8813,1031
8814,542
8815,2245
8816,906
8817,2447
8818,711
8819,228
8820,3768
8821,2164
8822,2328
8823,1597
8824,2243
8825,4027
8826,200
8827,2034
8828,1478
8829,4014
8830,77
8831,1357
8832,1878
8833,87
8834,3331
8835,3271
8836,2579
8837,85
8838,2830
8839,643
8840,720
8841,3254
8842,2530
8843,3966
8844,3997
8845,395
8846,243
8847,687
8848,2597
8849,1391
8850,3734
8851,3756
8852,2585
8853,3642
8854,615
8855,2418
8856,3845
8857,3489
8858,3485
8859,569
8860,3867
8861,2284
8862,174
8863,2001
8864,2787
8865,2115
8866,475
8867,2904
8868,3250
8869,2619
8870,3020
8871,424
8872,1837
8873,3861
8874,536
8875,1352
8876,3128
8877,3508
8878,2219
8879,3451
8880,1779
8881,1860
8882,1445
8883,427
8884,1466
8885,628
8886,3244
8887,2203
8888,904
8889,1182
8890,2664
8891,2486
8892,475
8893,825
8894,1565
8895,4000
8896,1494
8897,2200
8898,151
8899,971
8900,2324
8901,2377
8902,2359
8903,3530
8904,3538
8905,2010
8906,3757
8907,3639
8908,1426
8909,1652
8910,103
8911,3650
8912,4004
8913,2408
8914,1863
8915,3021
8916,3519
8917,3136
8918,607
8919,1605
8920,185
8921,2933
8922,315
8923,954
8924,2407
8925,2684
8926,2893
8927,3271
8928,2354
8929,2996
8930,2376
8931,512
8932,1895
8933,3171
8934,3591
8935,1824
8936,1110
8937,2385
8938,1269
8939,1032
8940,3412
8941,154
8942,320
8943,1307
8944,3197
8945,3331
8946,2200
8947,2360
8948,766
8949,3410
8950,1852
8951,576
8952,1848
8953,3259
8954,1218
8955,3789
8956,975
8957,1128
8958,3621
8959,662
8960,3395
8961,3235
8962,1415
8963,1665
8964,3159
8965,704
8966,1865
8967,44
8968,1890
8969,985
8970,2929
8971,2903
8972,41
8973,3684
8974,201
8975,3991
8976,2439
8977,846
8978,493
8979,190
8980,1730
8981,3647
8982,2628
8983,1963
8984,2145
8985,1542
8986,1445
8987,2835
8988,74
8989,2773
8990,359
8991,146
8992,2580
8993,1478
8994,1261
8995,786
8996,3979
8997,2400
8998,1442
8999,1942
9000,2870
9001,3619
9002,10
9003,813
9004,3485
9005,1264
9006,1029
9007,991
9008,1988
9009,1707
9010,1733
9011,805
9012,2820
9013,192
9014,2422
9015,1166
9016,1175
9017,336
9018,618
9019,996
9020,3743
9021,1112
9022,717
9023,224
9024,2363
9025,317
9026,355
9027,138
9028,317
9029,2156
9030,612
9031,1165
9032,1354
9033,1462
9034,878
9035,686
9036,3547
9037,3665
9038,206
9039,1039
9040,1744
9041,63
9042,3448
9043,2280
9044,608
9045,2625
9046,3176
9047,3469
9048,1238
9049,1859
9050,3922
9051,2394
9052,3724
9053,453
9054,2899
9055,367
9056,3507
9057,500
9058,1563
9059,2398
9060,42
9061,512
9062,3785
9063,1603
9064,1259
9065,1195
9066,1013
9067,3092
9068,98
9069,603
9070,3136
9071,945
9072,743
9073,3268
9074,1527
9075,2834
9076,3161
9077,2843
9078,2906
9079,3845
9080,1106
9081,2126
9082,1385
9083,1795
9084,999
9085,1327
9086,112
9087,2384
9088,3566
9089,478
9090,3618
9091,394
9092,880
9093,1219
9094,1340
9095,3431
9096,1984
9097,2823
9098,1005
9099,527
9100,342
9101,2680
9102,1709
9103,3003
9104,448
9105,1289
9106,1978
9107,2466
9108,479
9109,1138
9110,3808
9111,2008
9112,2129
9113,3730
9114,1585
9115,3105
9116,912
9117,3540
9118,3038
9119,2787
9120,1209
9121,1598
9122,2027
9123,3030
9124,2104
9125,3378
9126,352
9127,1869
9128,1283
9129,298
9130,3535
9131,1964
9132,2126
9133,789
9134,1536
9135,3616
9136,1816
9137,3705
9138,2672
9139,1174
9140,1667
9141,2861
9142,190
9143,2217
9144,711
9145,1175
9146,47
9147,1075
9148,372
9149,2785
9150,2986
9151,1797
9152,687
9153,2742
9154,2059
9155,3809
9156,2382
9157,2181
9158,323
9159,2208
9160,1165
9161,3760
9162,3236
9163,3071
9164,940
9165,2276
9166,1660
9167,1173
9168,3129
9169,3070
9170,2931
9171,2748
9172,3427
9173,2085
9174,193
9175,2632
9176,18
9177,2294
9178,1700
9179,719
9180,1178
9181,1201
9182,697
9183,1017
9184,1242
9185,1462
9186,1179
9187,843
9188,976
9189,2470
9190,161
9191,3091
9192,1142
9193,3671
9194,876
9195,484
9196,2336
9197,271
9198,827
9199,170
9200,2837
9201,1920
9202,2722
9203,2323
9204,2250
9205,1183
9206,1233
9207,786
9208,3541
9209,964
9210,584
9211,3550
9212,3880
9213,561
9214,1020
9215,179
9216,1336
9217,2006
9218,2749
9219,1596
9220,3776
9221,41
9222,2621
9223,2259
9224,3035
9225,2796
9226,1673
9227,2420
9228,3181
9229,3395
9230,3235
9231,3067
9232,2499
9233,2609
9234,302
9235,1485
9236,3248
9237,2744
9238,1516
9239,2878
9240,66
9241,1551
9242,2114
9243,3886
9244,2265
9245,3935
9246,4018
9247,1528
9248,3957
9249,265
9250,859
9251,2659
9252,758
9253,3306
9254,3086
9255,43
9256,3360
9257,1472
9258,1711
9259,940
9260,2946
9261,3982
9262,3521
9263,3134
9264,1225
9265,3956
9266,1924
9267,638
9268,3030
9269,1677
9270,3371
9271,1135
9272,3615
9273,2032
9274,3582
9275,1754
9276,3734
9277,3505
9278,1211
9279,1287
9280,106
9281,3482
9282,942
9283,1198
9284,1162
9285,3557
9286,774
9287,3227
9288,182
9289,2268
9290,1113
9291,388
9292,1968
9293,3703
9294,1174
9295,2638
9296,990
9297,1352
9298,417
9299,746
9300,1785
9301,346
9302,669
9303,2878
9304,1767
9305,1144
9306,450
9307,1911
9308,916
9309,3261
9310,1023
9311,2933
9312,718
9313,2838
9314,239
9315,3631
9316,342
9317,2101
9318,880
9319,1669
9320,2653
9321,1862
9322,2490
9323,3193
9324,575
9325,2798
9326,3504
9327,1825
9328,1885
9329,1182
9330,2381
9331,2727
9332,3906
9333,3028
9334,3212
9335,3191
9336,1375
9337,33
9338,3932
9339,711
9340,2127
9341,540
9342,63
9343,2055
9344,2703
9345,3766
9346,626
9347,3616
9348,3318
9349,2989
9350,2660
9351,1791
9352,2339
9353,1477
9354,3500
9355,3956
9356,16
9357,1184
9358,1416
9359,649
9360,797
9361,1502
9362,993
9363,1315
9364,3412
9365,1278
9366,1623
9367,3897
9368,3600
9369,73
9370,2982
9371,1284
9372,391
9373,3453
9374,774
9375,499
9376,1219
9377,957
9378,553
9379,1979
9380,854
9381,844
9382,491
9383,157
9384,1283
9385,1363
9386,2510
9387,1192
9388,557
9389,2188
9390,156
9391,2836
9392,1248
9393,2086
9394,1630
9395,2177
9396,955
9397,885
9398,3215
9399,2611
9400,1166
9401,1737
9402,789
9403,3824
9404,3322
9405,939
9406,485
9407,1833
9408,3605
9409,541
9410,1534
9411,2342
9412,1313
9413,1757
9414,802
9415,1925
9416,1971
9417,3392
9418,2198
9419,2862
9420,529
9421,3136
9422,2370
9423,3144
9424,805
9425,412
9426,446
9427,919
9428,609
9429,1206
9430,4013
9431,2041
9432,3447
9433,3340
9434,2133
9435,247
9436,2042
9437,2912
9438,876
9439,738
9440,2335
9441,2904
9442,3069
9443,3082
9444,3465
9445,3657
9446,3205
9447,2829
9448,1413
9449,1354
9450,3246
9451,3524
9452,1711
9453,29
9454,1209
9455,362
9456,3343
9457,1091
9458,2219
9459,916
9460,174
9461,2120
9462,3104
9463,2913
9464,1847
9465,2631
9466,3416
9467,2660
9468,3717
9469,52
9470,3104
9471,3848
9472,3392
9473,2215
9474,919
9475,78
9476,3371
9477,2845
9478,994
9479,202
9480,1079
9481,2393
9482,2290
9483,3253
9484,1609
9485,887
9486,1981
9487,619
9488,893
9489,1352
9490,3599
9491,2468
9492,2879
9493,648
9494,2990
9495,2801
9496,1011
9497,1490
9498,3015
9499,1853
9500,3747
9501,1757
9502,280
9503,3218
9504,2195
9505,81
9506,2845
9507,3737
9508,3479
9509,3188
9510,575
9511,737
9512,381
9513,2801
9514,2939
9515,3576
9516,3751
9517,3801
9518,2185
9519,1792
9520,2868
9521,3829
9522,3498
9523,3139
9524,1284
9525,221
9526,20
9527,2254
9528,1041
9529,1748
9530,2356
9531,69
9532,2152
9533,3598
9534,693
9535,2120
9536,1482
9537,555
9538,3865
9539,3386
9540,1791
9541,7
9542,594
9543,2293
9544,3987
9545,869
9546,813
9547,3522
9548,2014
9549,2440
9550,2246
9551,1377
9552,1936
9553,293
9554,241
9555,1800
9556,2399
9557,3955
9558,1735
9559,3776
9560,1568
9561,3886
9562,3605
9563,1801
9564,2608
9565,1861
9566,2841
9567,738
9568,135
9569,2771
9570,2353
9571,2355
9572,1805
9573,1871
9574,3984
9575,1004
9576,3661
9577,3261
9578,829
9579,851
9580,2457
9581,2127
9582,1632
9583,1999
9584,668
9585,1147
9586,3330
9587,3551
9588,3505
9589,1316
9590,2107
9591,1510
9592,2502
9593,2144
9594,3023
9595,1870
9596,1962
9597,2655
9598,2671
9599,1666
9600,899
9601,1034
9602,1533
9603,2031
9604,517
9605,2744
9606,3912
9607,2046
9608,2464
9609,4008
9610,3246
9611,2260
9612,2505
9613,533
9614,1447
9615,1961
9616,3599
9617,899
9618,723
9619,2485
9620,3243
9621,3835
9622,2576
9623,3670
9624,948
9625,1874
9626,27
9627,2289
9628,2317
9629,3614
9630,1621
9631,329
9632,1786
9633,3075
9634,111
9635,2735
9636,3790
9637,546
9638,1409
9639,3227
9640,1005
9641,1201
9642,1795
9643,2909
9644,2568
9645,3064
9646,2114
9647,3763
9648,1675
9649,3899
9650,553
9651,1624
9652,1677
9653,2977
9654,2803
9655,3378
9656,2498
9657,3567
9658,3363
9659,748
9660,63
9661,1260
9662,26
9663,3422
9664,3980
9665,733
9666,1262
9667,3821
9668,2790
9669,1726
9670,3345
9671,3977
9672,2335
9673,2066
9674,803
9675,39
9676,2287
9677,3268
9678,1609
9679,1920
9680,777
9681,462
9682,284
9683,3161
9684,3804
9685,2812
9686,2059
9687,3278
9688,1763
9689,1625
9690,2212
9691,1263
9692,1583
9693,1815
9694,2253
9695,3507
9696,3425
9697,284
9698,1262
9699,2020
9700,3074
9701,1684
9702,557
9703,2693
9704,597
9705,488
9706,3304
9707,641
9708,442
9709,2941
9710,1670
9711,2985
9712,2966
9713,213
9714,2419
9715,705
9716,2430
9717,3708
9718,46
9719,2250
9720,1519
9721,3123
9722,1837
9723,2109
9724,1761
9725,3163
9726,2841
9727,2528
9728,3219
9729,2843
9730,2110
9731,1397
9732,1464
9733,1695
9734,226
9735,2399
9736,2506
9737,134
9738,2507
9739,1056
9740,3630
9741,3500
9742,1321
9743,1608
9744,920
9745,400
9746,928
9747,3524
9748,323
9749,2864
9750,21
9751,3954
9752,2436
9753,2153
9754,832
9755,2805
9756,2766
9757,3591
9758,339
9759,954
9760,3858
9761,959
9762,676
9763,2134
9764,1706
9765,3258
9766,3320
9767,2278
9768,1161
9769,668
9770,2953
9771,976
9772,190
9773,3032
9774,2808
9775,3083
9776,2745
9777,1826
9778,300
9779,1514
9780,1254
9781,118
9782,310
9783,2527
9784,2536
9785,2408
9786,1841
9787,2888
9788,1580
9789,734
9790,156
9791,2076
9792,1789
9793,1897
9794,2130
9795,2544
9796,3199
9797,3245
9798,2840
9799,3974
9800,3462
9801,2813
9802,2799
9803,2678
9804,56
9805,1400
9806,1213
9807,524
9808,324
9809,174
9810,1589
9811,260
9812,3280
9813,102
9814,3602
9815,1007
9816,3142
9817,470
9818,3833
9819,498
9820,1902
9821,3972
9822,3575
9823,1722
9824,2747
9825,2352
9826,1027
9827,343
9828,1284
9829,1167
9830,1811
9831,1173
9832,1017
9833,978
9834,3437
9835,125
9836,2500
9837,453
9838,3912
9839,3578
9840,3818
9841,3356
9842,2444
9843,721
9844,2581
9845,1449
9846,1646
9847,1689
9848,869
9849,1823
9850,3145
9851,906
9852,420
9853,913
9854,1523
9855,2256
9856,631
9857,3078
9858,1993
9859,1812
9860,2926
9861,1079
9862,2064
9863,1309
9864,1483
9865,132
9866,3956
9867,1291
9868,2523
9869,1918
9870,3364
9871,1883
9872,156
9873,2744
9874,3223
9875,96
9876,1952
9877,1584
9878,203
9879,3250
9880,3526
9881,992
9882,3389
9883,88
9884,2623
9885,1920
9886,2479
9887,3064
9888,1118
9889,2973
9890,600
9891,659
9892,3424
9893,725
9894,31
9895,2183
9896,2465
9897,913
